CLASS,CODE, URL,CRN,TYPE,SECTION,TIME,DAY,LOCATION,INSTRUCTOR
EDUC202,EDUC,https://courses.illinois.edu/schedule/2020/spring/EDUC/202,63345,Discussion/ Recitation,AD2,12:00PM - 01:50PM,W,389 Education Building,"Gutierrez, R"
EDUC202,EDUC,https://courses.illinois.edu/schedule/2020/spring/EDUC/202,63346,Discussion/ Recitation,AD3,01:00PM - 02:50PM,W,385 Education Building,"Gutierrez, R"
EDUC202,EDUC,https://courses.illinois.edu/schedule/2020/spring/EDUC/202,63347,Discussion/ Recitation,AD4,01:00PM - 02:50PM,R,323 Education Building,"Gutierrez, R"
EDUC202,EDUC,https://courses.illinois.edu/schedule/2020/spring/EDUC/202,63348,Discussion/ Recitation,AD5,12:00PM - 01:50PM,R,4F Education Building,"Gutierrez, R"
EDUC202,EDUC,https://courses.illinois.edu/schedule/2020/spring/EDUC/202,63349,Discussion/ Recitation,AD6,02:00PM - 03:50PM,R,4G Education Building,"Gutierrez, R"
EDUC202,EDUC,https://courses.illinois.edu/schedule/2020/spring/EDUC/202,65473,Discussion/ Recitation,AD7,11:00AM - 12:50PM,R,166 Education Building,"Gueye, M
Gutierrez, R"
EDUC202,EDUC,https://courses.illinois.edu/schedule/2020/spring/EDUC/202,68649,Discussion/ Recitation,AD8,11:00AM - 12:50PM,W,22 Education Building,"Gutierrez, R"
EDUC202,EDUC,https://courses.illinois.edu/schedule/2020/spring/EDUC/202,63343,Lecture-Discussion,AS1,11:00AM - 11:50AM,T,101 Armory,"Gutierrez, R"
EDUC299,EDUC,https://courses.illinois.edu/schedule/2020/spring/EDUC/299,69314,Online,SSA,ARRANGED,n.a,n.a,"Witt, M"
EDUC499,EDUC,https://courses.illinois.edu/schedule/2020/spring/EDUC/499,67670,Online,EA,ARRANGED,n.a,n.a,"Witt, M"
EDUC499,EDUC,https://courses.illinois.edu/schedule/2020/spring/EDUC/499,67673,Online,GA,ARRANGED,n.a,n.a,"Witt, M"
EDUC499,EDUC,https://courses.illinois.edu/schedule/2020/spring/EDUC/499,67667,Online,GCR,ARRANGED,n.a,n.a,"Witt, M"
EDUC499,EDUC,https://courses.illinois.edu/schedule/2020/spring/EDUC/499,67677,Online,GFR,ARRANGED,n.a,n.a,"Witt, M"
EDUC499,EDUC,https://courses.illinois.edu/schedule/2020/spring/EDUC/499,67749,Online,GIT,ARRANGED,n.a,n.a,"Witt, M"
EDUC499,EDUC,https://courses.illinois.edu/schedule/2020/spring/EDUC/499,67669,Online,GSP,ARRANGED,n.a,n.a,"Witt, M"
EDUC499,EDUC,https://courses.illinois.edu/schedule/2020/spring/EDUC/499,67750,Online,TA,ARRANGED,n.a,n.a,"Liu, W"
EDUC499,EDUC,https://courses.illinois.edu/schedule/2020/spring/EDUC/499,67666,Online,UCR,ARRANGED,n.a,n.a,"Witt, M"
EDUC499,EDUC,https://courses.illinois.edu/schedule/2020/spring/EDUC/499,67676,Online,UFR,ARRANGED,n.a,n.a,"Witt, M"
EDUC499,EDUC,https://courses.illinois.edu/schedule/2020/spring/EDUC/499,67672,Online,UGA,ARRANGED,n.a,n.a,"Witt, M"
EDUC499,EDUC,https://courses.illinois.edu/schedule/2020/spring/EDUC/499,68378,Online,UIT,ARRANGED,n.a,n.a,"Witt, M"
EDUC499,EDUC,https://courses.illinois.edu/schedule/2020/spring/EDUC/499,67668,Online,USP,ARRANGED,n.a,n.a,"Witt, M"
EIL199,EIL,https://courses.illinois.edu/schedule/2020/spring/EIL/199,10587,Independent Study,,ARRANGED,n.a,n.a,
EIL214,EIL,https://courses.illinois.edu/schedule/2020/spring/EIL/214,31895,Lecture-Discussion,A,ARRANGED,n.a,n.a,
EIL215,EIL,https://courses.illinois.edu/schedule/2020/spring/EIL/215,41444,Lecture-Discussion,A,ARRANGED,n.a,n.a,
EIL411,EIL,https://courses.illinois.edu/schedule/2020/spring/EIL/411,43708,Lecture-Discussion,G4,01:00PM - 01:50PM,MWF,G24 Foreign Languages Building,"Franks, S"
EIL411,EIL,https://courses.illinois.edu/schedule/2020/spring/EIL/411,43683,Lecture-Discussion,U3,01:00PM - 01:50PM,MWF,G24 Foreign Languages Building,"Franks, S"
EIL422,EIL,https://courses.illinois.edu/schedule/2020/spring/EIL/422,43877,Lecture-Discussion,G4,09:30AM - 10:50AM,TR,G32 Foreign Languages Building,
EIL422,EIL,https://courses.illinois.edu/schedule/2020/spring/EIL/422,43685,Lecture-Discussion,U3,09:30AM - 10:50AM,TR,G32 Foreign Languages Building,
EIL445,EIL,https://courses.illinois.edu/schedule/2020/spring/EIL/445,31910,Lecture-Discussion,G4,11:00AM - 12:20PM,TR,338 Davenport Hall,"Sadler, R"
EIL445,EIL,https://courses.illinois.edu/schedule/2020/spring/EIL/445,31909,Lecture-Discussion,U3,11:00AM - 12:20PM,TR,338 Davenport Hall,"Sadler, R"
EIL460,EIL,https://courses.illinois.edu/schedule/2020/spring/EIL/460,31916,Lecture-Discussion,G4,02:00PM - 03:20PM,TR,G23 Foreign Languages Building,
EIL460,EIL,https://courses.illinois.edu/schedule/2020/spring/EIL/460,31914,Lecture-Discussion,U3,02:00PM - 03:20PM,TR,G23 Foreign Languages Building,
EIL488,EIL,https://courses.illinois.edu/schedule/2020/spring/EIL/488,32958,Lecture-Discussion,G4,02:00PM - 02:50PM,MWF,1110 Foreign Languages Building,"Franks, S"
EIL488,EIL,https://courses.illinois.edu/schedule/2020/spring/EIL/488,59068,Online,OCE,ARRANGED,n.a,n.a,"Franks, S"
EIL488,EIL,https://courses.illinois.edu/schedule/2020/spring/EIL/488,32956,Lecture-Discussion,U3,02:00PM - 02:50PM,MWF,1110 Foreign Languages Building,"Franks, S"
EIL591,EIL,https://courses.illinois.edu/schedule/2020/spring/EIL/591,10588,Independent Study,,ARRANGED,n.a,n.a,
EIL599,EIL,https://courses.illinois.edu/schedule/2020/spring/EIL/599,10589,Independent Study,,ARRANGED,n.a,n.a,
ENG110,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/110,70353,Lecture-DiscussionLecture-Discussion,EBEB,09:00AM - 09:50AM190007:00PM - 08:50PM,MWW,203 Transportation Building203 Transportation Building,"Amos, J
Brunet, MAmos, J
Brunet, M"
ENG177,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/177,70638,Lecture-Discussion,ASA,03:00PM - 03:50PM,R,156 English Building,"Forman, G"
ENG177,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/177,70639,Lecture-Discussion,PR,01:00PM - 02:50PM,W,2320 Digital Computer Laboratory,"Bradley, J"
ENG177,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/177,70789,Lecture-Discussion,RE,04:00PM - 04:50PM,MW,104 Talbot Laboratory,"Leake, J"
ENG177,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/177,70502,Discussion/ Recitation,WL1,ARRANGED,n.a,n.a,"Wolters, A"
ENG177,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/177,70501,Discussion/ Recitation,WP1,ARRANGED,n.a,n.a,"Forman, G"
ENG177,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/177,70503,Discussion/ Recitation,WSR,ARRANGED,n.a,n.a,
ENG177,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/177,70504,Discussion/ Recitation,WSS,ARRANGED,n.a,n.a,"Forman, G
Wolters, A"
ENG198,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/198,70031,Independent Study,,ARRANGED,n.a,n.a,"Blumthal, M"
ENG198,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/198,62863,Lecture-Discussion,EA,08:00PM - 08:50PM,W,106B1 Engineering Hall,"Amos, J
Brunet, M"
ENG199,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/199,67648,Lecture-Discussion,AR2,03:00PM - 03:50PM,M,104 Talbot Laboratory,"Diaz Gonzalez, D
Favila, I"
ENG199,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/199,69592,Lecture-Discussion,AR4,04:00PM - 04:50PM,M,106B3 Engineering Hall,"Davidson, E"
ENG199,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/199,66222,Lecture-Discussion,PLT,ARRANGED,n.a,n.a,"Favila, I
Tempel, D"
ENG199,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/199,70623,Lecture-Discussion,PP,02:30PM - 04:00PM,MW,203 Transportation Building,"Niehans, K"
ENG199,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/199,68322,Lecture-Discussion,PSD,ARRANGED,n.a,n.a,"Tempel, D"
ENG199,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/199,67061,Lecture-Discussion,RAB,12:00PM - 12:50PM,n.a,n.a,"Blumthal, M
Mamaril, N"
ENG199,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/199,59664,Lecture-Discussion,SFD,03:30PM - 04:50PM,TR,n.a,"Favila, I
Tempel, D"
ENG298,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/298,52786,Online,JA,ARRANGED,n.a,n.a,"Amos, J"
ENG299,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/299,34515,Study Abroad,A,ARRANGED,n.a,n.a,"Blumthal, M"
ENG310,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/310,68938,Online,CS,ARRANGED,n.a,n.a,"Brunet, M
Fruehling, A"
ENG310,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/310,34511,Online,FT,ARRANGED,n.a,n.a,"Brunet, M
Fruehling, A"
ENG310,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/310,66664,Online,PT,ARRANGED,n.a,n.a,"Brunet, M
Fruehling, A"
ENG398,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/398,66066,Lecture-Discussion,A,09:00AM - 09:50AM,MW,3217 Everitt Laboratory,"Forman, G"
ENG398,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/398,66068,Lecture-Discussion,B,04:00PM - 04:50PM,TR,305 Materials Science & Eng Bld,"Forman, G"
ENG398,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/398,69782,Lecture-Discussion,C,11:00AM - 11:50AM,TR,214 Ceramics Building,"Forman, G"
ENG398,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/398,67726,Lecture-Discussion,GLT,04:00PM - 04:50PM,T,106B3 Engineering Hall,"Forman, G"
ENG398,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/398,69040,Lecture-Discussion,SJS,06:00PM - 07:50PM,R,143 Loomis Laboratory,"Hebert, L"
ENG471,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/471,69615,Online,ONC,ARRANGED,n.a,n.a,"Abelson, J
Uddin, R"
ENG471,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/471,55717,Online,ONL,ARRANGED,n.a,n.a,"Abelson, J
Uddin, R"
ENG491,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/491,55653,Lecture,CU1,08:30AM - 09:50AM,TR,n.a,"Lembeck, M"
ENG491,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/491,47381,Lecture,SD,ARRANGED,n.a,n.a,"Wang, X"
ENG498,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/498,69816,Lecture-Discussion,EA,08:00PM - 08:50PM,W,106B1 Engineering Hall,"Amos, J
Brunet, M"
ENG510,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/510,34517,Practice,A,ARRANGED,n.a,n.a,"Dankowicz, H
McCullough, A"
ENG571,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/571,55716,Lecture-Discussion,A,03:00PM - 03:50PM,MWF,114 Transportation Building,"Abelson, J"
ENG571,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/571,62376,Lecture-Discussion,B,ARRANGED,n.a,n.a,"Abelson, J"
ENG571,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/571,65418,Online,ONL,ARRANGED,n.a,n.a,"Abelson, J
Uddin, R"
ENG572,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/572,69306,Lecture-Discussion,ECE,ARRANGED,n.a,n.a,"He, W"
ENG572,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/572,62629,Discussion/ Recitation,ES,ARRANGED,n.a,n.a,"Uddin, R"
ENG572,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/572,70572,Lecture-Discussion,PE,ARRANGED,n.a,n.a,"Uddin, R"
ENG573,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/573,70499,Discussion/ Recitation,ALC,ARRANGED,n.a,n.a,"Patel, S"
ENG573,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/573,70500,Discussion/ Recitation,ECE,ARRANGED,n.a,n.a,"He, W"
ENG573,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/573,62630,Discussion/ Recitation,ES,ARRANGED,n.a,n.a,"Uddin, R"
ENG573,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/573,70497,Discussion/ Recitation,ESN,05:00PM - 05:50PM,W,112 Transportation Building,"Uddin, R"
ENG573,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/573,70468,Discussion/ Recitation,ME,ARRANGED,n.a,n.a,"Jacobi, A"
ENG573,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/573,70573,Lecture-Discussion,PE,ARRANGED,n.a,n.a,"Uddin, R"
ENG591,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/591,66868,Lecture-Discussion,MF3,12:00PM - 12:50PM,F,106B8 Engineering Hall,"Dankowicz, H"
ENG598,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/598,67328,Lecture-Discussion,TL2,11:00AM - 11:50AM,F,1306 Everitt Laboratory,"Beckman, A
Chen, Y
Johnson, B"
ENG598,ENG,https://courses.illinois.edu/schedule/2020/spring/ENG/598,65705,Lecture-Discussion,TL,11:00AM - 11:50AM,F,1306 Everitt Laboratory,"Beckman, A
Chen, Y
Johnson, B"
