CODE, URL,,,CODE, URL,CRN,Type,Section,Time,Day,Location,Instructor
ACE,https://courses.illinois.edu/schedule/2020/spring/ACE/510,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/301,30203,Lecture-Discussion,AE6,123012:30PM - 01:50PM,MW,3063 Business Instructional Fac,
ACE,https://courses.illinois.edu/schedule/2020/spring/ACE/527,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/302,60043,Lecture-Discussion,AE1,110011:00AM - 12:20PM,TR,1025 Business Instructional Fac,
ACE,https://courses.illinois.edu/schedule/2020/spring/ACE/530,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/302,30211,Lecture-Discussion,AE2,093009:30AM - 10:50AM,TR,1025 Business Instructional Fac,
ACE,https://courses.illinois.edu/schedule/2020/spring/ACE/532,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/302,30212,Lecture-Discussion,AE3,110011:00AM - 12:20PM,TR,2005 Business Instructional Fac,
ACE,https://courses.illinois.edu/schedule/2020/spring/ACE/542,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/302,30228,Lecture-Discussion,AE5,123012:30PM - 01:50PM,TR,2005 Business Instructional Fac,
ACE,https://courses.illinois.edu/schedule/2020/spring/ACE/561,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/302,30232,Lecture-Discussion,AE6,140002:00PM - 03:20PM,TR,3063 Business Instructional Fac,
ACE,https://courses.illinois.edu/schedule/2020/spring/ACE/567,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/302,30255,Lecture-Discussion,AE7,080008:00AM - 09:20AM,TR,2001 Business Instructional Fac,
ACE,https://courses.illinois.edu/schedule/2020/spring/ACE/571,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/302,30260,Laboratory-Discussion,AY1,153003:30PM - 04:50PM,M,1001 Business Instructional Fac,
ACE,https://courses.illinois.edu/schedule/2020/spring/ACE/591,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/303,30267,Lecture-Discussion,AE2,093009:30AM - 10:50AM,MW,3057 Business Instructional Fac,
ACE,https://courses.illinois.edu/schedule/2020/spring/ACE/592,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/303,30271,Lecture-Discussion,AE3,153003:30PM - 04:50PM,MW,3003 Business Instructional Fac,
ACE,https://courses.illinois.edu/schedule/2020/spring/ACE/594,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/303,30274,Lecture-Discussion,AE4,080008:00AM - 09:20AM,MW,3057 Business Instructional Fac,
ACE,https://courses.illinois.edu/schedule/2020/spring/ACE/599,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/303,30276,Lecture-Discussion,AE5,110011:00AM - 12:20PM,MW,3057 Business Instructional Fac,
ACES,https://courses.illinois.edu/schedule/2020/spring/ACES/199,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/303,30278,Lecture-Discussion,AE6,123012:30PM - 01:50PM,MW,3057 Business Instructional Fac,
ACES,https://courses.illinois.edu/schedule/2020/spring/ACES/293,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/303,46358,Lecture-Discussion,AE7,140002:00PM - 03:20PM,MW,3057 Business Instructional Fac,
ACES,https://courses.illinois.edu/schedule/2020/spring/ACES/295,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/304,30286,Lecture-Discussion,AE1,093009:30AM - 10:50AM,TR,2001 Business Instructional Fac,
ACES,https://courses.illinois.edu/schedule/2020/spring/ACES/298,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/304,30288,Lecture-Discussion,AE2,110011:00AM - 12:20PM,TR,3003 Business Instructional Fac,
ACES,https://courses.illinois.edu/schedule/2020/spring/ACES/299,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/304,30291,Lecture-Discussion,AE3,140002:00PM - 03:20PM,TR,3003 Business Instructional Fac,
ACES,https://courses.illinois.edu/schedule/2020/spring/ACES/396,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/304,30294,Lecture-Discussion,AE4,153003:30PM - 04:50PM,TR,3003 Business Instructional Fac,
ACES,https://courses.illinois.edu/schedule/2020/spring/ACES/399,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/304,30296,Lecture-Discussion,AE5,110011:00AM - 12:20PM,TR,3001 Business Instructional Fac,
ADV,https://courses.illinois.edu/schedule/2020/spring/ADV/150,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/304,30299,Lecture-Discussion,AE6,093009:30AM - 10:50AM,TR,3001 Business Instructional Fac,
ADV,https://courses.illinois.edu/schedule/2020/spring/ADV/199,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/312,30334,Lecture-Discussion,A,110011:00AM - 12:20PM,MW,2005 Business Instructional Fac,
ADV,https://courses.illinois.edu/schedule/2020/spring/ADV/270,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/312,30335,Lecture-Discussion,B,123012:30PM - 01:50PM,MW,2005 Business Instructional Fac,
ADV,https://courses.illinois.edu/schedule/2020/spring/ADV/281,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/312,30336,Lecture-Discussion,C,093009:30AM - 10:50AM,MW,3003 Business Instructional Fac,
ADV,https://courses.illinois.edu/schedule/2020/spring/ADV/283,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/312,39460,Lecture-Discussion,D,140002:00PM - 03:20PM,MW,2005 Business Instructional Fac,
ADV,https://courses.illinois.edu/schedule/2020/spring/ADV/284,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/312,48959,Lecture-Discussion,E,123012:30PM - 01:50PM,MW,240 Wohlers Hall,
ADV,https://courses.illinois.edu/schedule/2020/spring/ADV/290,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/312,56978,Lecture-Discussion,F,110011:00AM - 12:20PM,MW,3003 Business Instructional Fac,
ADV,https://courses.illinois.edu/schedule/2020/spring/ADV/310,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/312,63525,Lecture-Discussion,G,080008:00AM - 09:20AM,MW,3003 Business Instructional Fac,
ADV,https://courses.illinois.edu/schedule/2020/spring/ADV/311,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/398,30412,Online,A,0000ARRANGED,n.a,n.a,
ADV,https://courses.illinois.edu/schedule/2020/spring/ADV/312,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/398,63823,Online,B,0000ARRANGED,n.a,n.a,
ADV,https://courses.illinois.edu/schedule/2020/spring/ADV/315,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/398,63824,Online,C,0000ARRANGED,n.a,n.a,
ADV,https://courses.illinois.edu/schedule/2020/spring/ADV/320,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/398,63825,Online,D,0000ARRANGED,n.a,n.a,
ADV,https://courses.illinois.edu/schedule/2020/spring/ADV/350,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/398,30415,Online,Z,0000ARRANGED,n.a,n.a,
ADV,https://courses.illinois.edu/schedule/2020/spring/ADV/370,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/405,30311,Lecture-Discussion,AE1,110011:00AM - 12:20PM,TR,1049 Business Instructional Fac,
ADV,https://courses.illinois.edu/schedule/2020/spring/ADV/390,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/405,30315,Lecture-Discussion,AE2,093009:30AM - 10:50AM,TR,2005 Business Instructional Fac,
ADV,https://courses.illinois.edu/schedule/2020/spring/ADV/396,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/405,30324,Lecture-Discussion,AE3,140002:00PM - 03:20PM,TR,2005 Business Instructional Fac,
ADV,https://courses.illinois.edu/schedule/2020/spring/ADV/399,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/405,30328,Laboratory-Discussion,AY1,160004:00PM - 05:20PM,R,1001 Business Instructional Fac,
ADV,https://courses.illinois.edu/schedule/2020/spring/ADV/400,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/410,60044,Lecture-Discussion,A3,093009:30AM - 10:50AM,MW,3001 Business Instructional Fac,
ADV,https://courses.illinois.edu/schedule/2020/spring/ADV/409,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/410,65522,Lecture-Discussion,A4,093009:30AM - 10:50AM,MW,3001 Business Instructional Fac,
ADV,https://courses.illinois.edu/schedule/2020/spring/ADV/410,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/410,60045,Lecture-Discussion,B3,140002:00PM - 03:20PM,TR,3001 Business Instructional Fac,
ADV,https://courses.illinois.edu/schedule/2020/spring/ADV/454,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/410,66490,Lecture-Discussion,B4,140002:00PM - 03:20PM,TR,3001 Business Instructional Fac,
ADV,https://courses.illinois.edu/schedule/2020/spring/ADV/460,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/410,61733,Lecture-Discussion,C3,140002:00PM - 03:20PM,MW,1049 Business Instructional Fac,
ADV,https://courses.illinois.edu/schedule/2020/spring/ADV/461,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/410,65523,Lecture-Discussion,C4,140002:00PM - 03:20PM,MW,1049 Business Instructional Fac,
ADV,https://courses.illinois.edu/schedule/2020/spring/ADV/476,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/410,61734,Lecture-Discussion,D3,153003:30PM - 04:50PM,MW,1049 Business Instructional Fac,
ADV,https://courses.illinois.edu/schedule/2020/spring/ADV/478,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/410,65524,Lecture-Discussion,D4,153003:30PM - 04:50PM,MW,1049 Business Instructional Fac,
ADV,https://courses.illinois.edu/schedule/2020/spring/ADV/483,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/410,61745,Lecture-Discussion,E3,080008:00AM - 09:20AM,TR,1049 Business Instructional Fac,
ADV,https://courses.illinois.edu/schedule/2020/spring/ADV/490,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/410,65525,Lecture-Discussion,E4,080008:00AM - 09:20AM,TR,1049 Business Instructional Fac,
ADV,https://courses.illinois.edu/schedule/2020/spring/ADV/491,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/410,61758,Lecture-Discussion,F3,110011:00AM - 12:20PM,TR,3063 Business Instructional Fac,
ADV,https://courses.illinois.edu/schedule/2020/spring/ADV/492,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/410,65526,Lecture-Discussion,F4,110011:00AM - 12:20PM,TR,3063 Business Instructional Fac,
ADV,https://courses.illinois.edu/schedule/2020/spring/ADV/495,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/410,61759,Lecture-Discussion,G3,123012:30PM - 01:50PM,TR,3001 Business Instructional Fac,
ADV,https://courses.illinois.edu/schedule/2020/spring/ADV/498,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/410,65527,Lecture-Discussion,G4,123012:30PM - 01:50PM,TR,3001 Business Instructional Fac,
ADV,https://courses.illinois.edu/schedule/2020/spring/ADV/509,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/410,68836,Lecture-Discussion,H3,153003:30PM - 04:50PM,TR,3001 Business Instructional Fac,
ADV,https://courses.illinois.edu/schedule/2020/spring/ADV/581,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/410,68837,Lecture-Discussion,H4,153003:30PM - 04:50PM,TR,3001 Business Instructional Fac,
ADV,https://courses.illinois.edu/schedule/2020/spring/ADV/588,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/415,63503,Lecture-Discussion,AE3,123012:30PM - 01:50PM,TR,3003 Business Instructional Fac,
ADV,https://courses.illinois.edu/schedule/2020/spring/ADV/594,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/415,65157,Lecture-Discussion,AE4,080008:00AM - 09:20AM,TR,3003 Business Instructional Fac,
ADV,https://courses.illinois.edu/schedule/2020/spring/ADV/598,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/415,65158,Lecture-Discussion,AE5,093009:30AM - 10:50AM,TR,3003 Business Instructional Fac,
ADV,https://courses.illinois.edu/schedule/2020/spring/ADV/599,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/415,65159,Lecture-Discussion,AE6,140002:00PM - 03:20PM,TR,1025 Business Instructional Fac,
AE,https://courses.illinois.edu/schedule/2020/spring/AE/199,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/415,64092,Laboratory-Discussion,AY1,160004:00PM - 05:20PM,R,1001 Business Instructional Fac,
AE,https://courses.illinois.edu/schedule/2020/spring/AE/202,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/451,61737,Lecture-Discussion,A3,093009:30AM - 10:50AM,MW,2057 Business Instructional Fac,
AE,https://courses.illinois.edu/schedule/2020/spring/AE/298,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/451,61738,Lecture-Discussion,A4,093009:30AM - 10:50AM,MW,2057 Business Instructional Fac,
AE,https://courses.illinois.edu/schedule/2020/spring/AE/311,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/451,61739,Lecture-Discussion,B3,153003:30PM - 04:50PM,MW,2001 Business Instructional Fac,
AE,https://courses.illinois.edu/schedule/2020/spring/AE/312,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/451,61740,Lecture-Discussion,B4,153003:30PM - 04:50PM,MW,2001 Business Instructional Fac,
AE,https://courses.illinois.edu/schedule/2020/spring/AE/321,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/451,61741,Lecture-Discussion,C3,080008:00AM - 09:20AM,MW,3009 Business Instructional Fac,
AE,https://courses.illinois.edu/schedule/2020/spring/AE/323,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/451,61742,Lecture-Discussion,C4,080008:00AM - 09:20AM,MW,3009 Business Instructional Fac,
AE,https://courses.illinois.edu/schedule/2020/spring/AE/352,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/451,61743,Lecture-Discussion,D3,093009:30AM - 10:50AM,MW,3009 Business Instructional Fac,
AE,https://courses.illinois.edu/schedule/2020/spring/AE/353,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/451,61744,Lecture-Discussion,D4,093009:30AM - 10:50AM,MW,3009 Business Instructional Fac,
AE,https://courses.illinois.edu/schedule/2020/spring/AE/370,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/451,65160,Lecture-Discussion,E3,140002:00PM - 03:20PM,MW,2001 Business Instructional Fac,
AE,https://courses.illinois.edu/schedule/2020/spring/AE/395,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/451,65161,Lecture-Discussion,E4,140002:00PM - 03:20PM,MW,2001 Business Instructional Fac,
AE,https://courses.illinois.edu/schedule/2020/spring/AE/396,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/451,68843,Lecture-Discussion,F3,140002:00PM - 03:20PM,TR,2007 Business Instructional Fac,
AE,https://courses.illinois.edu/schedule/2020/spring/AE/397,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/451,68844,Lecture-Discussion,F4,140002:00PM - 03:20PM,TR,2007 Business Instructional Fac,
AE,https://courses.illinois.edu/schedule/2020/spring/AE/403,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/499,10038,Independent Study,,0000ARRANGED,n.a,n.a,
AE,https://courses.illinois.edu/schedule/2020/spring/AE/410,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/500,67786,Online,IMB,0000ARRANGED,n.a,n.a,
AE,https://courses.illinois.edu/schedule/2020/spring/AE/419,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/500,67787,Online,ONL,0000ARRANGED,n.a,n.a,
AE,https://courses.illinois.edu/schedule/2020/spring/AE/420,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/501,68872,Online,DA1,0000ARRANGED,n.a,n.a,
AE,https://courses.illinois.edu/schedule/2020/spring/AE/434,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/501,70641,Online,DB2,0000ARRANGED,n.a,n.a,
AE,https://courses.illinois.edu/schedule/2020/spring/AE/435,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/501,68874,Online,NA1,0000ARRANGED,n.a,n.a,
AE,https://courses.illinois.edu/schedule/2020/spring/AE/443,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/501,70675,Online,NB2,0000ARRANGED,n.a,n.a,
AE,https://courses.illinois.edu/schedule/2020/spring/AE/461,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/502,67590,Online,DA1,0000ARRANGED,n.a,n.a,
AE,https://courses.illinois.edu/schedule/2020/spring/AE/482,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/502,70676,Online,DB2,0000ARRANGED,n.a,n.a,
AE,https://courses.illinois.edu/schedule/2020/spring/AE/497,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/502,67594,Online,NA1,0000ARRANGED,n.a,n.a,
AE,https://courses.illinois.edu/schedule/2020/spring/AE/498,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/502,70677,Online,NB2,0000ARRANGED,n.a,n.a,
AE,https://courses.illinois.edu/schedule/2020/spring/AE/504,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/503,44637,Lecture-Discussion,A,140002:00PM - 03:20PM,TR,3041 Business Instructional Fac,
AE,https://courses.illinois.edu/schedule/2020/spring/AE/508,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/503,67610,Online,DA1,0000ARRANGED,n.a,n.a,
AE,https://courses.illinois.edu/schedule/2020/spring/AE/510,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/503,70678,Online,DB2,0000ARRANGED,n.a,n.a,
AE,https://courses.illinois.edu/schedule/2020/spring/AE/529,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/503,69063,Online,IMB,0000ARRANGED,n.a,n.a,
AE,https://courses.illinois.edu/schedule/2020/spring/AE/538,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/503,67612,Online,NA1,0000ARRANGED,n.a,n.a,
AE,https://courses.illinois.edu/schedule/2020/spring/AE/543,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/503,70679,Online,NB2,0000ARRANGED,n.a,n.a,
AE,https://courses.illinois.edu/schedule/2020/spring/AE/590,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/503,69208,Online,ONL,0000ARRANGED,n.a,n.a,
AE,https://courses.illinois.edu/schedule/2020/spring/AE/597,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/504,30419,Lecture-Discussion,A,140002:00PM - 03:20PM,MW,3009 Business Instructional Fac,
AE,https://courses.illinois.edu/schedule/2020/spring/AE/598,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/504,30426,Lecture-Discussion,B,153003:30PM - 04:50PM,MW,3009 Business Instructional Fac,
AE,https://courses.illinois.edu/schedule/2020/spring/AE/599,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/504,58670,Lecture-Discussion,C,170005:00PM - 06:20PM,MW,3009 Business Instructional Fac,
AFAS,https://courses.illinois.edu/schedule/2020/spring/AFAS/102,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/506,66494,Lecture-Discussion,A,093009:30AM - 10:50AM,TR,3057 Business Instructional Fac,
AFAS,https://courses.illinois.edu/schedule/2020/spring/AFAS/112,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/506,66495,Lecture-Discussion,B,110011:00AM - 12:20PM,TR,3057 Business Instructional Fac,
AFAS,https://courses.illinois.edu/schedule/2020/spring/AFAS/222,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/506,66496,Lecture-Discussion,C,123012:30PM - 01:50PM,TR,3057 Business Instructional Fac,
AFAS,https://courses.illinois.edu/schedule/2020/spring/AFAS/332,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/507,67722,Online,DA1,0000ARRANGED,n.a,n.a,
AFAS,https://courses.illinois.edu/schedule/2020/spring/AFAS/342,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/507,70681,Online,DB2,0000ARRANGED,n.a,n.a,
AFRO,https://courses.illinois.edu/schedule/2020/spring/AFRO/100,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/507,67723,Online,NA1,0000ARRANGED,n.a,n.a,
AFRO,https://courses.illinois.edu/schedule/2020/spring/AFRO/101,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/507,70682,Online,NB2,0000ARRANGED,n.a,n.a,
AFRO,https://courses.illinois.edu/schedule/2020/spring/AFRO/103,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/510,44465,Lecture-Discussion,A,080008:00AM - 09:20AM,TR,2063 Business Instructional Fac,
AFRO,https://courses.illinois.edu/schedule/2020/spring/AFRO/106,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/510,44865,Lecture-Discussion,B,093009:30AM - 10:50AM,TR,2063 Business Instructional Fac,
AFRO,https://courses.illinois.edu/schedule/2020/spring/AFRO/132,,,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/510,46889,Lecture-Discussion,C,110011:00AM - 12:20PM,MW,3009 Business Instructional Fac,
