CODE, URL,,,CODE, URL,CRN,Type,Section,Time,Day,Location,Instructor
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/435,55583,Lecture-Discussion,N,153003:30PM - 04:50PM,MW,2057 Business Instructional Fac,"Brown, D"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/435,63568,Lecture-Discussion,P,093009:30AM - 10:50AM,TR,245 Wohlers Hall,"Raskie, S"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/443,46750,Lecture-Discussion,P3,153003:30PM - 04:50PM,MW,241 Wohlers Hall,"Perkins, S"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/446,63631,Lecture-Discussion,D,110011:00AM - 12:20PM,MW,240 Wohlers Hall,"Tchistyi, A"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/461,32604,Lecture-Discussion,F,140002:00PM - 03:20PM,MW,166 Wohlers Hall,"Manouchehri Irani, R"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/463,65036,Lecture-Discussion,C,140002:00PM - 03:20PM,TR,240 Wohlers Hall,"Metzger, R"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/490,69357,Lecture-Discussion,ETA,180006:00PM - 07:20PM,MW,120 Architecture Building,"Smith, M"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/490,57353,Lecture-Discussion,FS1,093009:30AM - 10:50AM,TR,3007 Business Instructional Fac,"Maple, D"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/490,57268,Lecture-Discussion,FS2,080008:00AM - 09:20AM,TR,2007 Business Instructional Fac,"Maple, D"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/490,45494,Lecture-Discussion,GCF,123012:30PM - 01:50PM,TR,241 Wohlers Hall,"Sholem, D"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/490,46899,Laboratory,RE1,153003:30PM - 06:20PM,W,ARR Business Instructional Fac,"Briggs, S"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/490,69437,Lecture-Discussion,RMA,170005:00PM - 06:50PM,R,2007 Business Instructional Fac,"Proksa, C"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/494,10111,Independent Study,,0000ARRANGED,n.a,n.a,
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/495,10115,Independent Study,,0000ARRANGED,n.a,n.a,
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/500,57216,Lecture-Discussion,GRD,123012:30PM - 01:50PM,TR,245 Wohlers Hall,"Gao, X"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/500,60289,Lecture-Discussion,MSB,123012:30PM - 01:50PM,TR,3007 Business Instructional Fac,"Marcinkowski, M"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/500,69116,Lecture-Discussion,MSM,140002:00PM - 03:20PM,TR,166 Wohlers Hall,"Yang, X"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/500,53227,Lecture-Discussion,MSP,153003:30PM - 04:50PM,TR,166 Wohlers Hall,"Marcinkowski, M"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/500,57831,Lecture-Discussion,PSM,180006:00PM - 07:20PM,TR,3057 Business Instructional Fac,"Yang, X"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/511,70495,Online,IMB,0000ARRANGED,n.a,n.a,"Weisbenner, S"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/511,70496,Online,ONL,0000ARRANGED,n.a,n.a,"Weisbenner, S"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/512,40794,Lecture-Discussion,D,093009:30AM - 10:50AM,MW,130 Wohlers Hall,"Peterson, P"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/512,32686,Lecture-Discussion,FE,080008:00AM - 09:20AM,TR,3007 Business Instructional Fac,"Johnson, T"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/513,40796,Lecture-Discussion,N,080008:00AM - 09:20AM,TR,3007 Business Instructional Fac,"Johnson, T"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/514,49205,Lecture-Discussion,A,093009:30AM - 10:50AM,MW,241 Wohlers Hall,"Widdicks, M"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/515,43778,Lecture,E,093009:30AM - 10:50AM,TR,152 Wohlers Hall,"Kargar, M"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/518,62374,Lecture-Discussion,P,123012:30PM - 01:50PM,TR,1029C Business Instructional Fac,"Ambrose, D"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/521,49206,Lecture-Discussion,F,140002:00PM - 03:20PM,MW,245 Wohlers Hall,"Kronlund, M"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/526,59934,Lecture-Discussion,C,123012:30PM - 01:50PM,MW,1025 Business Instructional Fac,"McChristian, L"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/527,65672,Lecture-Discussion,C,110011:00AM - 12:20PM,MW,3041 Business Instructional Fac,"Almeida, H"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/528,70704,Lecture-Discussion,FD2,153003:30PM - 04:50PM,MW,245 Wohlers Hall,"Peterson, P"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/543,70715,Lecture-Discussion,P4,123012:30PM - 01:50PM,MW,226 Wohlers Hall,"Perkins, S"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/546,65034,Lecture-Discussion,E,123012:30PM - 01:50PM,MW,243 Wohlers Hall,"Tchistyi, A"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/551,40802,Lecture-Discussion,C,093009:30AM - 10:50AM,MW,240 Wohlers Hall,"Chan, K"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/561,51669,Lecture-Discussion,D,110011:00AM - 12:20PM,MW,226 Wohlers Hall,"Manouchehri Irani, R"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/567,65639,Lecture-Discussion,C,093009:30AM - 10:50AM,MW,245 Wohlers Hall,"Pearson, N"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/567,65640,Lecture-Discussion,E,123012:30PM - 01:50PM,MW,245 Wohlers Hall,"Pearson, N"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/571,66807,Lecture-Discussion,A,110011:00AM - 12:20PM,MW,2001 Business Instructional Fac,"Reif, J"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/571,66808,Lecture-Discussion,B,123012:30PM - 01:50PM,MW,2001 Business Instructional Fac,"Reif, J"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/572,66805,Lecture-Discussion,A,110011:00AM - 12:20PM,MW,2001 Business Instructional Fac,"Reif, J"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/572,66806,Lecture-Discussion,B,123012:30PM - 01:50PM,MW,2001 Business Instructional Fac,"Reif, J"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/579,58756,Lecture-Discussion,N,110011:00AM - 12:20PM,MW,245 Wohlers Hall,"Excell, R"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/580,46818,Lecture-Discussion,A1,150003:00PM - 05:30PM,R,ARR Discovery Partners Inst. CHI,"Lane, M"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/580,46819,Lecture-Discussion,A2,150003:00PM - 05:30PM,R,ARR Discovery Partners Inst. CHI,"Lane, M"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/580,68115,Lecture-Discussion,C,080008:00AM - 09:20AM,TR,3001 Business Instructional Fac,"Noonan, J"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/580,66090,Lecture-DiscussionLecture-Discussion,CSQCSQ,090009:00AM - 12:30PM140002:00PM - 06:00PM,MTWRFMTWRF,3007 Business Instructional Fac3007 Business Instructional Fac,"Lariviere, DLariviere, D"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/580,56946,Lecture-Discussion,DB,140002:00PM - 03:20PM,MW,152 Wohlers Hall,"Brown, D"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/580,47087,Lecture,DEV,080008:00AM - 09:20AM,TR,3001 Business Instructional Fac,"Noonan, J"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/580,66013,Discussion/ Recitation,DV1,140002:00PM - 03:20PM,TR,130 Wohlers Hall,"Noonan, J"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/580,69358,Lecture-Discussion,ETA,180006:00PM - 07:20PM,MW,120 Architecture Building,"Smith, M"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/580,68116,Lecture-Discussion,F,140002:00PM - 03:20PM,TR,130 Wohlers Hall,"Noonan, J"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/580,60175,Lecture-Discussion,G1,153003:30PM - 04:50PM,MW,1029C Business Instructional Fac,"Gao, X"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/580,62533,Lecture-Discussion,GCF,123012:30PM - 01:50PM,TR,241 Wohlers Hall,"Sholem, D"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/580,69355,Online,IMB,0000ARRANGED,n.a,n.a,"Almeida, H"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/580,66148,Practice,INT,0000ARRANGED,n.a,n.a,"Widdicks, M"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/580,59305,Lecture-Discussion,JOR,090009:00AM - 10:30AM,F,1029C Business Instructional Fac,"Rodriguez Orjuela, J"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/580,68516,Lecture-Discussion,MW,0000ARRANGED,n.a,n.a,"Widdicks, M"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/580,69356,Online,ONL,0000ARRANGED,n.a,n.a,"Almeida, H"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/580,47517,Conference,PHD,113011:30AM - 12:50PM,F,245 Wohlers Hall,"Pennacchi, G"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/580,69436,Lecture-Discussion,QI1,090009:00AM - 11:50AM,F,2043 Business Instructional Fac,"Zhang, Q"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/580,69623,Lecture-Discussion,QI2,140002:00PM - 04:50PM,F,240 Wohlers Hall,"Zhang, Q"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/580,69431,Lecture-Discussion,RE2,153003:30PM - 06:20PM,W,ARR Business Instructional Fac,"Briggs, S"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/580,46904,Conference,SEM,113011:30AM - 12:50PM,F,245 Wohlers Hall,"Pennacchi, G"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/590,10127,Independent Study,,0000ARRANGED,n.a,n.a,
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/590,40359,Lecture-Discussion,SEM,140002:00PM - 03:20PM,TR,3007 Business Instructional Fac,"Almeida, H"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/593,40348,Lecture-Discussion,E,140002:00PM - 04:50PM,W,ARR Business Instructional Fac,"Silva, D"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/594,32684,Lecture-Discussion,PHD,093009:30AM - 12:20PM,T,ARR Business Instructional Fac,"Manouchehri Irani, R"
,,,,FIN,https://courses.illinois.edu/schedule/2020/spring/FIN/599,10129,Independent Study,,0000ARRANGED,n.a,n.a,
,,,,FLTE,https://courses.illinois.edu/schedule/2020/spring/FLTE/471,65221,Lecture-Discussion,C1,160004:00PM - 06:40PM,R,1136 Foreign Languages Building,"Navejas, D"
,,,,FLTE,https://courses.illinois.edu/schedule/2020/spring/FLTE/478,65184,Lecture-Discussion,I,170005:00PM - 07:20PM,T,1136 Foreign Languages Building,"Thompson, V"
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/101,32707,Lecture-Discussion,B,090009:00AM - 09:50AM,MTWR,1022 Foreign Languages Building,"Clay, A"
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/101,32705,Lecture-Discussion,C,100010:00AM - 10:50AM,MTWR,1022 Foreign Languages Building,"Clay, A"
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/101,32708,Lecture-Discussion,D2,120012:00PM - 12:50PM,MTWR,1022 Foreign Languages Building,"Clay, A"
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/101,32706,Lecture-Discussion,D,110011:00AM - 11:50AM,MTWR,1022 Foreign Languages Building,"Clay, A"
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/101,48104,Lecture-Discussion,E,130001:00PM - 01:50PM,MTWR,1022 Foreign Languages Building,"Clay, A"
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/102,32713,Lecture-Discussion,B,090009:00AM - 09:50AM,MTWR,1030 Foreign Languages Building,"Clay, A"
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/102,32709,Lecture-Discussion,C,100010:00AM - 10:50AM,MTRF,1030 Foreign Languages Building,"Clay, A"
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/102,32712,Lecture-Discussion,D2,120012:00PM - 12:50PM,MTWR,1030 Foreign Languages Building,"Clay, A"
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/102,32711,Lecture-Discussion,D,110011:00AM - 11:50AM,MTWR,1030 Foreign Languages Building,"Clay, A"
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/102,64702,Lecture-Discussion,E2,140002:00PM - 02:50PM,MTWR,1030 Foreign Languages Building,"Clay, A"
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/102,32710,Lecture-Discussion,E,130001:00PM - 01:50PM,MTWR,1030 Foreign Languages Building,"Clay, A"
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/103,32715,Lecture-Discussion,C,100010:00AM - 10:50AM,MTWR,313 Davenport Hall,"Clay, A"
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/103,32719,Lecture-Discussion,D2,090009:00AM - 09:50AM,MTWR,313 Davenport Hall,"Clay, A"
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/103,32716,Lecture-Discussion,D,110011:00AM - 11:50AM,MTWR,313 Davenport Hall,"Clay, A"
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/103,66037,Study Abroad,G,0000ARRANGED,n.a,n.a,"Maroun, D"
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/104,32721,Lecture-Discussion,C,100010:00AM - 10:50AM,MTWR,321 Gregory Hall,"Clay, A"
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/104,32722,Lecture-Discussion,D,110011:00AM - 11:50AM,MTWR,321 Gregory Hall,"Clay, A"
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/104,32724,Lecture-Discussion,F,130001:00PM - 01:50PM,MTWR,321 Gregory Hall,"Clay, A"
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/104,66038,Study Abroad,G,0000ARRANGED,n.a,n.a,"Maroun, D"
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/134,45327,Lecture-Discussion,E,110011:00AM - 11:50AM,MTWR,170 Wohlers Hall,"Clay, A"
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/156,58606,Lecture-Discussion,D,110011:00AM - 12:20PM,TR,180 Bevier Hall,"Reynolds, F"
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/199,10135,Independent Study,,0000ARRANGED,n.a,n.a,
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/205,32809,Lecture-Discussion,D2,120012:00PM - 12:50PM,MWF,321 Gregory Hall,"Clay, A"
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/205,32808,Lecture-Discussion,E,130001:00PM - 01:50PM,MWF,1040 Foreign Languages Building,"Clay, A"
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/207,32811,Lecture-Discussion,M,120012:00PM - 01:20PM,MW,G46 Foreign Languages Building,"Fagyal, Z"
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/207,32810,Lecture-Discussion,Q,100010:00AM - 10:50AM,MWF,1018 Foreign Languages Building,"Clay, A"
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/211,66018,Lecture-Discussion,A,123012:30PM - 01:50PM,TR,307 David Kinley Hall,"Mall, L"
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/212,64955,Lecture-Discussion,B,110011:00AM - 12:20PM,TR,1120 Foreign Languages Building,"Gaillard, J"
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/212,66019,Lecture-Discussion,C,093009:30AM - 10:50AM,TR,1048 Foreign Languages Building,"Gaillard, J"
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/213,32890,Lecture-DiscussionLecture-Discussion,A1A1,123012:30PM - 01:50PM123012:30PM - 01:50PM,RT,G17 Foreign Languages Building1112 Foreign Languages Building,
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/299,32908,Study Abroad,A,0000ARRANGED,n.a,n.a,
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/301,67037,Lecture,A,153003:30PM - 04:50PM,TR,1018 Foreign Languages Building,"Keller, M"
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/322,70607,Lecture-Discussion,LM,110011:00AM - 12:20PM,TR,307 David Kinley Hall,"Mall, L"
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/337,70248,Lecture-Discussion,B,123012:30PM - 01:50PM,TR,1048 Foreign Languages Building,"Maroun, D"
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/385,69126,Online,OL1,0000ARRANGED,n.a,n.a,
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/390,47496,Independent Study,,0000ARRANGED,n.a,n.a,
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/443,44741,Lecture-Discussion,G4,133001:30PM - 02:50PM,MW,G46 Foreign Languages Building,"Fagyal, Z"
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/443,44742,Lecture-Discussion,U3,133001:30PM - 02:50PM,MW,G46 Foreign Languages Building,"Fagyal, Z"
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/460,31920,Lecture-Discussion,G4,140002:00PM - 03:20PM,TR,G23 Foreign Languages Building,
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/460,31919,Lecture-Discussion,U3,140002:00PM - 03:20PM,TR,G23 Foreign Languages Building,
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/462,64880,Lecture-Discussion,G4,120012:00PM - 12:50PM,MWF,138 Wohlers Hall,"Hualde, J"
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/462,58567,Lecture-Discussion,U3,120012:00PM - 12:50PM,MWF,138 Wohlers Hall,"Hualde, J"
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/481,38717,Lecture-Discussion,G4,140002:00PM - 03:20PM,TR,321 Gregory Hall,"Kang, H"
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/481,38714,Lecture-Discussion,U3,140002:00PM - 03:20PM,TR,321 Gregory Hall,"Kang, H"
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/492,10138,Independent Study,,0000ARRANGED,n.a,n.a,
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/574,50088,Lecture-Discussion,FP,150003:00PM - 04:50PM,R,1140 Foreign Languages Building,"Proulx, F"
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/576,70570,Lecture-Discussion,A1,150003:00PM - 05:50PM,W,G20 Foreign Languages Building,"Reynolds, F"
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/588,60349,Lecture-Discussion,AM1,150003:00PM - 04:50PM,T,1134 Foreign Languages Building,"Mroz, A"
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/588,57105,Lecture-Discussion,MB,150003:00PM - 05:50PM,M,214 Davenport Hall,"Bowles, M"
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/588,53510,Lecture-Discussion,MSB,140002:00PM - 03:20PM,MW,1048 Foreign Languages Building,"Barlaz, M"
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/591,10142,Independent Study,,0000ARRANGED,n.a,n.a,
,,,,FR,https://courses.illinois.edu/schedule/2020/spring/FR/599,10149,Independent Study,,0000ARRANGED,n.a,n.a,
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/101,32983,Lecture,F,140002:00PM - 03:20PM,TR,141 Wohlers Hall,"Bohn, D"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/120,32987,Lecture,A,110011:00AM - 11:50AM,MWF,AUD Foellinger Auditorium,"Burkhalter, T"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/120,57561,Online,ONL,0000ARRANGED,n.a,n.a,"Burkhalter, T"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/145,32999,LaboratoryLaboratory,AB1AB1,160004:00PM - 08:50PM0000ARRANGED,FR,286 Bevier Hall286 Bevier Hall,"Brotherton, JBrotherton, J"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/145,33004,Lecture,AL1,140002:00PM - 03:20PM,M,286 Bevier Hall,"Brotherton, J"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/175,70512,Online,ONL,0000ARRANGED,n.a,n.a,"Miller, M"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/195,63398,Lecture-Discussion,A,120012:00PM - 12:50PM,F,328 Bevier Hall,"Pan, Y"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/199,18698,Lecture,PT,110011:00AM - 12:40PM,T,"22 ACES Lib, Info & Alum Ctr","Takhar, P"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/199,65366,Lecture,TFS,150003:00PM - 04:20PM,TR,122 Bevier Hall,"Lee, S"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/199,69377,Internship,ULL,0000ARRANGED,n.a,n.a,"Burkhalter, T"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/232,60344,Lecture,AL1,090009:00AM - 09:50AM,TR,224 Freer Hall,"Ma, S"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/232,60345,Lecture,AL2,090009:00AM - 09:50AM,TR,224 Freer Hall,"Ma, S"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/232,60346,Laboratory-Discussion,AY1,100010:00AM - 11:50AM,TR,358 Bevier Hall,"Ma, S"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/232,60348,Laboratory-Discussion,AY3,140002:00PM - 03:50PM,TR,358 Bevier Hall,"Ma, S"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/260,33025,Laboratory,AB1,111511:15AM - 12:50PM,M,194 Agricultural Engr Sciences Bld,"Padua, G"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/260,33026,Laboratory,AB2,111511:15AM - 12:50PM,W,194 Agricultural Engr Sciences Bld,"Padua, G"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/260,33027,Lecture,AL1,100010:00AM - 11:10AM,MW,272 Agricultural Engr Sciences Bld,"Padua, G"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/260,51524,Lecture,AL2,100010:00AM - 11:10AM,MW,272 Agricultural Engr Sciences Bld,"Padua, G"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/293,68253,Internship,,0000ARRANGED,n.a,n.a,
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/294,68528,Internship,,0000ARRANGED,n.a,n.a,
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/295,10165,Independent Study,,0000ARRANGED,n.a,n.a,
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/322,33030,Lecture-Discussion,1,100010:00AM - 11:20AM,MW,328 Bevier Hall,"Karduck, J"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/329,33016,Lecture-Discussion,M,130001:00PM - 02:20PM,MW,242 Bevier Hall,"Karduck, J"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/340,33020,Laboratory,AB1,083008:30AM - 01:50PM,MW,292 Bevier Hall,"Brotherton, J"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/340,33021,Laboratory,AB2,083008:30AM - 01:50PM,WF,292 Bevier Hall,"Brotherton, J"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/340,33022,Laboratory,AB3,083008:30AM - 01:50PM,MF,292 Bevier Hall,"Brotherton, J"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/340,33023,Laboratory,AB4,083008:30AM - 01:50PM,TR,292 Bevier Hall,"Brotherton, J"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/340,33024,Lecture,AL1,140002:00PM - 02:50PM,TR,286 Bevier Hall,"Brotherton, J"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/349,33006,Online,A,0000ARRANGED,n.a,n.a,"Craft, J"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/396,10176,Independent Study,,0000ARRANGED,n.a,n.a,
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/398,64952,LectureOnline,FHMFHM,110011:00AM - 12:20PM0000ARRANGED,Rn.a,393 Bevier Halln.a,"Brotherton, J
Craft, J"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/398,69133,Lecture,HM,150003:00PM - 03:50PM,W,108 Bevier Hall,"Craft, J"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/398,69095,Lecture,NP2,110011:00AM - 12:20PM,TR,328 Bevier Hall,"Amengual Terrasa, J"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/398,68596,InternshipInternship,S&ES&E,170005:00PM - 05:50PM0000ARRANGED,Mn.a,n.an.a,"Perry, BPerry, B"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/398,58408,Internship,UGM,0000ARRANGED,n.a,n.a,"Burkhalter, T"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/418,33029,LaboratoryLecture,AA,140002:00PM - 04:50PM130001:00PM - 01:50PM,TRTR,280 Agricultural Engr Sciences Bld272 Agricultural Engr Sciences Bld,"Cadwallader, KCadwallader, K"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/423,10181,Independent Study,,0000ARRANGED,n.a,n.a,
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/425,45011,Lecture-Discussion,S,080008:00AM - 09:20AM,TR,132 Bevier Hall,"Irani, K"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/426,64937,Lecture,A,123012:30PM - 01:50PM,TR,328 Bevier Hall,"Pan, Y"
